DOW Number,Name,Area (ha),LakeMaxDepth (m),MeanDepth (m),GeometryRatio,Cisco
31026700,GUNNY SACK,31.5,3.9,,5.98,No
31026800,ROUND,203.2,12.1,,3.09,No
31027600,SOMEMAN,25.1,3.9,,5.64,No
31027700,MARLYN,20.6,10.6,,1.99,No
31027800,BARWISE,37.2,15.2,,1.62,Yes
31028000,"WASSON, LITTLE",6.8,6.4,,2.53,No
31028100,WASSON,168,20.4,,1.76,Yes
31028400,RADDISON,79.7,12.1,,2.45,No
31028500,BLIND PETE,24.2,6,,3.64,No
31028900,LOST,35.6,8.5,,2.86,No
31029000,NAPOLEON,49.7,9.1,,2.9,No
31029200,OWEN,104,10.3,,3.08,No
31029600,LONG,30.3,12.1,5.486132277,1.92,No
31029800,WALTERS,47.5,5.7,,4.53,No
31029900,KELLY,27.9,11.8,,1.93,No
31030100,OTTER,66.3,5.1,,5.5,No
31030200,MAY,25.5,4.5,2.133495885,4.91,No
31030400,LYNX,18.6,7.6,,2.72,No
31030500,ANN,36,6,,4.01,No
31030800,BARTLET,46.9,2.4,1.219140506,10.73,No
31031100,ERSKINE,16.1,17,,1.17,No
31031200,Sucker,13.7,18.5,,1.03,No
31031400,Duck,4,13.7,,1.03,No
31031600,BASS,47.3,19.8,,1.32,No
31031700,LARSON,80.1,53.9,,0.55,No
31031800,"COON, BIG",131.1,9.1,,3.7,No
31032000,WILSON,34.8,18.2,,1.32,No
31032100,BEETLE,27.5,37.4,,0.61,No
31033000,ISLAND,6,16.4,,0.95,No
31033200,POPLAR,12.1,21.9,,0.85,No
31033400,DEER,707.6,15.2,,3.38,Yes
31033900,PICKEREL,118.6,21.3,,1.54,Yes
31034100,"SPLITHAND, L.",90.2,7.6,,4.04,Yes
31034400,HANSON,29.9,20.1,9.143553795,1.16,Yes
31034500,SCRAPPER,61.9,8.5,,3.28,Yes
31034600,"HANSON, UPPER",43.3,10.6,,2.4,No
31034800,SAWYER,56.6,4.5,2.438281012,6,No
31034900,ANTLER,123.8,27.4,,1.21,Yes
31035000,ANDERSON,110.9,33.5,9.143553795,0.96,No
31035300,SPLITHAND,574.8,10.3,,4.72,Yes
31036100,HALE,53,17.9,,1.5,No
31036600,CARLSON,70.6,2.1,,13.58,No
31036900,GREENWAY MINE,29.1,89.9,,0.25,No
31037000,MCKINNEY,46.5,10.3,2.743066138,2.52,No
31037200,ICE,17,16.1,7.010057909,1.25,No
31037300,HALE,57.4,18.2,9.143553795,1.5,Yes
31037400,FOREST,15.2,9.4,,2.09,No
31037600,HORSESHOE,57,3.3,,8.19,No
31038400,PRAIRIE,430.7,9.4,,4.82,Yes
31038900,MURPHY,48.1,6,,4.32,No
31039200,WABANA,896.7,35,,1.56,Yes
31039400,"TROUT, LITTLE",29.9,24.3,,0.95,Yes
31039500,BLUEWATER,147.3,36.5,,0.95,Yes
31039600,"HANSON, MIDDLE",26.3,9.7,6.400487656,2.32,Yes
31039900,"WABANA, L.",42.1,17.3,,1.46,Yes
31040500,SPRING,10.9,18.2,,0.99,No
31040600,ISLAND,29.5,13.7,,1.7,No
31040700,HAY,23.8,12.1,,1.81,No
31040800,"RAINBARREL, BIG",8,13.4,,1.25,No
31041000,TROUT,709.7,47.8,,1.07,Yes
31041100,SPRING,6.8,6,,2.65,No
31041300,BURROWS,117.8,11.5,,2.84,No
31041400,MOON,10.1,9.7,,1.82,No
31041600,BLACK ISLAND,43.3,17.9,,1.42,No
31041700,NOSE,38.8,14.3,,1.74,No
31041800,BLIND,18.6,32.3,,0.64,No
31042200,RUBY,98.3,26.8,,1.17,Yes
31042300,"ISLAND, L.",24.6,10.6,,2.08,No
31042400,BURNT SHANTY,73.6,10.6,4.571776897,2.74,No
31042900,CUTAWAY,104,16.7,,1.9,Yes
31043100,MOSS,8.5,4.5,,3.73,No
31043200,,,,4.876562024,,No
31043700,SUNRISE,13.7,6,,3.15,No
31043800,SAND,63.5,17.6,,1.59,No
31043900,PLANTATION,30.7,10.6,,2.2,No
31044300,BEE CEE,10.1,10,3.352636391,1.77,No
31044400,MOONSHINE,10.1,20.7,,0.86,No
31044500,UNNAMED (DAY),13.7,12.1,,1.57,No
31044600,"SPRING, LOWER",6,4.5,,3.43,No
31045100,WAGON WHEEL,30.7,8.5,,2.75,No
31045200,GUNN,35.6,22.8,,1.06,Yes
31045400,EAGLE,112.9,14.3,,2.27,No
31045600,ERWIN,21.4,21.3,,1,No
31045900,"EAST, LITTLE",24.6,30.4,,0.73,No
31046000,EAST,64.7,19.8,,1.43,Yes
31046300,FOX,113.3,22.8,,1.42,Yes
31046600,HORSESHOE,51.4,18.2,,1.46,Yes
31047000,NICKEL,5.3,11.1,,1.36,No
31047100,WHISKEY,22.6,13.4,,1.62,No
31047300,MARY,78.1,13.7,,2.16,No
31047800,PINE,29.1,13.4,,1.73,No
31048000,GUNN,138.4,11.8,5.18134715,2.88,Yes
31048100,HIGHLAND,41.2,11.5,,2.18,Yes
31048400,BLANDIN,37.6,6,,4.06,No
31048800,ALLEN,22.6,7.6,,2.86,No
31049000,ELIZABETH,78.1,12.8,,2.32,Yes
31050200,SLAUSEN,42.9,12.1,,2.09,Yes
31050400,UNNAMED(BREKKE),8,9.4,,1.78,No
31050600,LAKE OF ISLES,27.7,14.6,5.943309966,1.56,No
31050700,MARIE,19,14.6,,1.42,No
31050800,HOMESTEAD,10.5,15.5,,1.15,No
31051000,UNNAMED,9.3,18.2,,0.95,No
31051100,BASS,25.9,13.7,,1.64,No
31051200,ERICKSON,10.5,21.3,,0.84,No
31051300,GALE,29.5,15.2,,1.53,No
31051400,BRUSH SHANTY,60.7,10.6,,2.61,No
31052200,LABARGE,15.7,9.1,,2.18,No
31052400,COON,253.8,10.9,,3.63,No
31052800,ROUND,21.8,18.2,,1.18,No
31052900,SHINE,28.3,13.7,,1.68,No
31053000,BUSTIES,95.9,13.4,,2.33,Yes
31053100,MOUNTAIN ASH,43.3,4.8,,5.26,No
31053200,POKEGAMA,2676.9,34.1,,2.1,Yes
31053300,BLANDIN RES.,181.7,11.5,,3.17,Yes
31053400,SHOAL,261.1,2.1,,18.84,No
31053500,MOORE,29.9,18.2,,1.27,No
31053600,DOAN,36,12.1,,2,No
31053700,CHARLOTTE,30.3,9.1,,2.56,No
31053800,SPIDER,546.1,10.9,,4.4,No
31054000,CLUBHOUSE,85,31.3,10.66747943,0.96,Yes
31054200,THREE ISLAND,95.1,20.1,,1.55,No
31054300,CROOKED,46.5,14,,1.86,No
31054400,CAMERON,29.5,10.6,,2.18,No
31054700,SMITH,18.6,7.6,,2.72,No
31055400,SISEEBAKWET,528.7,32,,1.49,Yes
31055500,South Sugar,35.8,10.9,,2.22,Yes
31056000,Forsythe,24.2,5.1,,4.28,No
31056100,BLACKWATER,272.8,21.9,,1.85,Yes
31056500,JAY GOULD,172.4,10,,3.6,Yes
31056600,"JAY GOULD, L.",60.7,17,,1.63,Yes
31056900,GILES,41.7,18.2,,1.38,No
31057000,LONG,48.9,25.9,,1.02,No
31057100,LOON,95.1,21,,1.48,Yes
31057201,CAVANAUGH,27.1,14.6,,1.55,No
31057202,"CAVANAUGH, L",7.6,8.2,,2.02,No
31057500,LITTLE BASS,62.7,18.8,,1.48,Yes
31057600,BASS,974.4,23.1,,2.41,Yes
31057800,CLARKE,14.9,10.3,,1.89,No
31057900,LOON,23,12.1,,1.79,Yes
31058500,CROOKED,65.5,8.5,3.352636391,3.33,No
31058600,JOHNSON,199.1,26.8,,1.4,No
31058700,ORANGE,34.8,9.1,,2.65,No
31058800,"HORN, LITTLE",12.5,20.7,,0.9,No
31059000,BEAVER,19,9.1,,2.28,No
31059400,COTTONWOOD,42.5,12.8,,1.99,No
31059700,AMEN,80.1,22.8,,1.3,No
31059800,"HORN, BIG",13.7,7,,2.74,No
31059900,"BEAR, LITTLE",4.4,10.6,,1.36,No
31060000,HILL,15.3,9.7,,2.03,No
31060200,PUGHOLE,61.5,7,,3.99,No
31060300,LUCKY,4.8,13.4,,1.1,No
31060500,LONG,19.4,14.3,,1.46,No
31060600,CRANE,15.3,24.3,6.09570253,0.81,No
31060900,FAWN,67.6,11.2,,2.54,Yes
31061000,"MOOSE, LITTLE",109.7,7,,4.61,Yes
31061300,"LONG, LITTLE",102.4,18.5,,1.71,No
31061500,BALDY,8.5,14.3,,1.19,No
31061600,"SMITH, EAST",58.7,11.5,,2.38,No
31061800,Duck,6.8,4.5,1.523925632,3.54,No
31062000,CARIBOU,97.1,46.3,,0.67,No
31062100,"DEAD HORSE, L.",31.1,9.1,4.571776897,2.58,No
31062200,DEAD HORSE,39.2,9.1,,2.73,No
31062300,BOY,10.9,12.8,,1.42,No
31062400,GRAVE,202.4,11.8,,3.17,Yes
31062700,BIG JACK,12.1,14,,1.33,No
31063700,DAY,23,17.3,,1.26,No
31064100,CARPENTER,12.5,15.8,,1.18,No
31064400,ISLAND,7.6,19.8,,0.84,No
31064500,KREMER,29.1,26.2,,0.88,No
31064600,SURPRISE,4.4,9.4,,1.53,No
31064900,DOCK,12.5,12.1,,1.54,No
31065000,SMITH,62.7,9.7,3.657421518,2.88,No
31065300,NORTH STAR,428.7,27.4,,1.65,Yes
31065400,BURNS,58.1,30.4,12.19140506,0.9,No
31065600,"DICK, BIG",100.8,6,,5.19,No
31065700,JACK THE HORSE,155,13.7,3.352636391,2.57,Yes
31065800,"DICK, L.",33.6,6,,3.94,No
31066000,"RANIER, L.",19,14.6,,1.42,No
31066400,RANIER,33.6,13.7,,1.75,No
31066500,"NORTH STAR, L.",21.8,13.1,,1.64,Yes
31067000,"OLE, BIG",72.4,19.8,,1.47,No
31067100,BIG ISLAND,96.3,12.8,,2.44,No
31067900,"SMITH, LITTLE",10.9,10.6,,1.7,No
31068000,"SMITH, WEST",7.6,8.5,,1.95,No
31068200,McKewen,15.1,9.4,,2.08,No
31068600,BEVO,21.4,12.1,,1.76,No
31068700,JOHNSON,123.4,15.5,,2.14,Yes
31069000,ASPEN,38.8,7.9,,3.15,Yes
31069200,LAUCHOH,16.1,12.1,,1.64,No
31069600,HORSESHOE,109.3,7.6,,4.24,No
31070400,BATSON,44.5,15.2,,1.69,Yes
31070500,LUNDEEN,30.7,9.1,,2.57,Yes
31071000,CONNORS,54.6,20.7,,1.31,No
31071300,BUSTIC,33.1,10.6,,2.25,No
31071600,"RICE, LITTLE",65.5,9.7,,2.91,Yes
31071700,RICE,346.9,20.7,,2.08,Yes
31071900,DEER,1658.7,36.8,12.83145383,1.73,Yes
31072000,POVERTY,25.1,12.1,,1.83,No
31072100,HANSON,23.4,13.7,,1.6,No
31072200,MOOSE,512.1,18.5,,2.55,Yes
31072500,TURTLE,830.7,41.7,,1.28,Yes
31072600,BELLO,199.5,17.6,,2.12,Yes
31072700,GRASS,47.3,16.4,,1.59,No
31073600,SKELLY,23,10.6,,2.05,No
31073900,LEIGHTON,92.7,19.2,9.143553795,1.61,Yes
31074900,CHASE,84.6,28.9,,1.04,Yes
31075000,LILLIAN,40,9.4,,2.66,No
31075100,"Deer, Little",27.1,11.8,,1.91,No
31075400,ISLAND,114.5,9.4,,3.46,No
31075600,PIKE,13.3,22.8,,0.83,No
31075800,"BOWSTRING, L.",129.1,10,,3.35,Yes
31076400,JINGO,31.1,18.2,,1.29,No
31076800,"ROSE, BIG",25.5,7.6,,2.94,No
31077100,HATCH,98.3,26.8,13.71533069,1.17,Yes
31077300,MAPLE,92.3,11.8,,2.6,Yes
31077500,NO-TA-SHE-BUN,96.3,13.7,,2.28,Yes
31077800,"TOO MUCH, L.",27.1,18.2,,1.24,Yes
31077900,"TURTLE, L.",192.3,8.8,,4.21,Yes
31078100,LONG,37.6,21.9,,1.12,Yes
31078200,GUNDERSON,59.1,12.4,5.364218226,2.21,No
31078400,"JESSIE, LITTLE",257.8,15.2,,2.62,Yes
31078600,JESSIE,709.7,12.8,,4.03,Yes
31078800,LA CROIX,48.5,24.3,,1.08,No
31078900,SPRING,51,10.9,,2.43,Yes
31079100,PETERSON,52.6,16.7,,1.6,No
31079300,"TOO MUCH, BIG",93.9,28.9,,1.07,Yes
31079700,"SPRING, LITTLE",53.8,3,,8.88,Yes
31079800,EAST,33.6,9.1,3.657421518,2.63,No
31080000,DAVID,21.4,9.1,4.571776897,2.35,No
31080200,LAC-A-ROY,29.9,9.1,,2.55,No
31080300,TRESTLE,38.8,10.6,,2.34,No
31080400,HOLLAND,7.6,13.7,,1.21,No
31080500,ARROWHEAD,34.8,9.1,,2.65,No
31080900,CROOKED,33.1,33.5,,0.71,No
31081200,BALL CLUB,1593.5,25.9,,2.43,Yes
31081300,BOWSTRING,3732.7,9.7,,8.01,Yes
31082200,"BALL CLUB, L.",53.4,9.1,4.785126486,2.95,No
31082400,PORTAGE,27.9,18.2,,1.25,Yes
31082600,SAND,1752.2,21.3,,3.03,Yes
31082900,CEDAR,68,13.7,,2.09,Yes
31083200,RUSH ISLAND,119.8,9.7,5.790917403,3.39,Yes
31083300,BASS,37.6,7.6,,3.25,No
31083400,BIRDSEYE,33.2,15.2,,1.57,Yes
31083600,"WHITEFISH, L.",61.5,4.5,,6.12,No
31083700,NOMA,22.2,14.3,,1.51,No
31083900,Holloway,78.1,12.1,,2.43,No
31084300,WHITEFISH,227.9,15.5,,2.49,Yes
31084500,CLEAR,53.4,9.1,,2.95,No
31084800,BEAVER,13.1,7.6,4.571776897,2.49,No
31085000,"WINNIE, LITTLE",379.7,8.5,,5.17,Yes
31085200,"CUT FT. SIOUX,L",267.2,6,2.743066138,6.63,Yes
31085300,"SAND, LITTLE",146.1,5.7,,6,Yes
31085700,CUT FOOT SIOUX,1120.6,23.7,7.314843036,2.43,Yes
31086100,MOSOMO,11.7,9.1,,2.02,No
31086300,GREELEY,8.5,13.1,,1.3,No
31086600,SUNKEN,22.2,10.6,,2.03,No
31087400,ALICE,14.9,19.8,,0.99,No
31087700,NATURES,873.6,1.8,,29.72,No
31088200,DORA,180.9,5.4,,6.68,Yes
31088900,GLOVE,5.6,3.6,,4.21,No
31089600,ROUND,1144.9,7.3,,7.95,Yes
31089800,MOOSE,144.5,15.8,,2.18,No
31090100,WILDERNESS,10.1,7.6,,2.34,No
31090400,DUNBAR,102.8,9.1,,3.48,Yes
31090600,VIRGIN,23,6.7,,3.26,No
31090700,SIOUX,23.4,10.3,,2.12,No
31091000,SHALLOW POND,71.2,4.2,,6.8,Yes
31091100,HAMREY,17.8,18.2,,1.12,Yes
31091200,WAGNER,24.6,18.2,,1.21,No
31091300,ISLAND,1250.2,10.6,,5.57,Yes
31092100,DIXON,249.3,8.8,,4.49,Yes
31092600,Sugar,641.7,6.7,,7.5,No
31093400,DECKER,121.4,3.6,,9.07,No
31093600,"DIXON, LITTLE",12.9,5.4,,3.45,No
31094500,HASKELL,34.8,15.8,,1.53,No
31094600,TIOGA MINE PIT,20.6,68.5,,0.31,No
31122500,O'BRIEN RES #4,41.2,12.6,,2,No
31124900,BUCKEYE PIT,19.4,24.3,,0.86,No
31125000,"KING, LITTLE",3.6,10.6,,1.29,No
31127900,HILL ANNEX PIT,313.7,91.4,,0.46,No
31128000,LIND MINE PIT,33.1,86.5,,0.27,No
31128200,Canisteo Pit,541.7,94.7,24.53520268,0.5,No
32000800,CHANDLER,33.6,2.4,,9.87,No
32001700,INDEPENDENCE,45.3,3,,8.51,No
32001800,FISH,121.4,7.9,,4.18,No
32002000,LOON,274.8,2.1,,19.08,No
32002200,CLEAR,168,2.7,,13.12,No
32002400,"SPIRIT, LITTLE",231.5,2.4,,15.99,No
32003100,RUSH,118.6,0.9,,36.09,No
32003300,PEARL,62.7,1.8,,15.39,No
32005700,"HERON, SOUTH",1151.8,1.5,0.914355379,38.22,No
32005800,TIMBER,80.1,2.4,,12.27,No
32006900,ROUND,414.5,2.7,2.438281012,16.44,No
33000100,ELEVEN,117.4,3.9,,8.3,No
33000300,FIVE,17,9.7,,2.08,No
33000900,POMROY,170.8,3.3,1.676318196,10.78,No
33001500,MUD,86.6,3.3,2.133495885,9.1,No
33002400,FULL OF FISH,31.5,8.5,,2.77,No
33002800,KNIFE,512.5,4.5,2.773544651,10.4,No
33003000,PENNINGTON,48.1,7.6,1.828710759,3.45,No
33003200,LEWIS,89,14.6,,2.09,No
33003300,DEVILS,23.4,5.7,4.114599208,3.8,No
33003400,MORA,25.5,7.3,,3.07,No
33003600,FISH LAKE,164.7,2.4,,14.69,No
33004000,ANN,264.3,5.1,,7.78,No
34002200,ELIZABETH,426.7,2.7,,16.56,No
34002800,TADD & UPPER,9.7,2.4,,7.24,No
34003200,CARRIE,32.7,7.9,,3.01,No
34003300,ELLA,55,3.6,,7.44,No
34004400,DIAMOND,633.6,8.2,,6.09,No
34006200,CALHOUN,250.2,3.9,,10.03,No
34006600,LONG,115.7,14,,2.33,No
34007200,LILLIAN,465.1,2.3,,19.53,No
34007800,BASS,21,9.4,,2.26,No
34007900,GREEN,2188.6,33.5,,2.04,Yes
34008600,"KANDIYOHI, BIG",1089.8,4.5,,12.56,No
34011600,HENDERSON,29.5,17.3,,1.34,No
34011900,ELKHORN,35.2,12.4,,1.94,No
34014200,GEORGE,93.5,10.3,,3,No
34014800,BEAR,53.8,6.4,,4.23,No
34015400,NEST,382.5,12.1,,3.62,No
34015800,MUD/MIDDLE FORK CROW R.,938.4,4.2,1.158183481,12.97,No
34016900,WAGONGA,673.6,4.5,,11.14,No
34017100,EAGLE,333.6,20.4,,2.09,No
34017200,RINGO,289.8,3,,13.53,No
34018000,WILLMAR,176.1,4.2,,8.53,No
34018100,FOOT,280.9,7.3,,5.59,No
34019200,LONG,637.6,4.8,,10.3,No
34019300,POINT,66.3,9.7,,2.92,No
34019600,SKATAAS,79.7,3.3,,8.91,No
34020600,ANDREW,329.5,7.9,,5.37,No
34021700,FLORIDA,272.8,12.1,,3.33,No
34022200,TWENTY-ONE,13.3,2.7,,6.96,No
34022400,GAMES,208.5,12.8,,2.96,No
34024600,"SOLOMON, EAST",285.8,4.2,,9.63,No
34025100,NORWAY,948.9,10,,5.51,No
34032100,SWENSON,44.1,4.2,,6.04,No
34034700,HEFTA,40.4,3,,8.27,No
35000300,BRONSON,135.6,8.8,3.56598598,3.86,No
36000600,Rat Root,455.4,2.4,,18.94,No
36000800,MOOSE,21.4,2.1,,10.08,No
36000900,SERETHA,22.6,7.6,2.743066138,2.86,No
36001100,CLEAR,31.5,9.1,,2.59,No
36001400,DARK,40.4,15.2,,1.65,No
36001800,BARTLETT,118.2,4.8,,6.76,No
36001900,TEUFER,17,15.8,4.876562024,1.28,No
36002100,Cameron,14.9,7.9,,2.48,No
36002400,Battle,130.7,2.5,,13.05,No
36003800,PINE,4,13.4,,1.05,No
37004600,LAC QUI PARLE,2262.7,4.5,,15.08,No
38000100,"WIGWAM, SOUTH",27.9,1.8,,12.57,No
38000200,CROSS RIVER,30.3,2.1,,11,No
38000300,LOST,32.9,4.8,,4.91,No
38000400,COOK,35.8,3.6,,6.69,No
38000900,TICKLE,17.4,18.5,,1.09,No
38001000,COOK,17.4,11.5,,1.76,No
38001400,CRAMER,25.1,1.2,,18.35,No
38001600,KOWALSKI,5.2,9.7,,1.55,No
38001700,BLESNER,7.2,3.3,,4.9,No
38001800,BENSON,7.5,10.9,,1.51,No
38002000,EAST,28.7,5.4,2.103017373,4.22,No
38002100,ARTLIP,24.2,1.2,,18.2,No
38002300,SHOEPACK,19.6,3.3,,6.27,No
38002400,CROOKED,114.5,5.4,,5.96,No
38002600,HARE,22.2,5.4,2.6516306,3.95,No
38002700,Morris,7.9,1.2,0.914355379,13.76,No
38002800,ECHO,18.6,18.5,8.686376105,1.11,No
38002900,GOLDENEYE,4.2,5.7,3.931728132,2.47,No
38003100,THUNDERBIRD,40.8,5.4,,4.6,No
38003300,NINE MILE,119.8,12.1,,2.71,No
38003600,MOOSE,83.8,1.8,1.523925632,16.54,No
38003800,LUPUS,37.6,2.1,,11.61,No
38004000,,,,8.838768668,,No
38004200,WYE,22.2,3.9,,5.48,No
38004700,WILSON,251.8,16.1,9.143553795,2.46,No
38004800,HARRIET,107.2,11.2,,2.85,No
38004900,WANLESS,31.5,4.8,,4.86,No
38005000,SISTER,49.7,4.5,2.438281012,5.81,No
38005100,"WILSON, LITTLE",21.2,6.7,,3.2,No
38005300,DAM FIVE,38.4,11.5,,2.15,No
38005400,ALGER,8,1.8,,9.22,No
38005500,CHARITY,8.7,1.5,,11.28,No
38005600,FULTON,13.7,6,3.352636391,3.15,No
38005700,HOGBACK,16.1,13.1,4.053642182,1.53,No
38005800,SCARP,17,4.5,,4.44,No
38005900,MOUND,6.4,2.1,,7.47,No
38006000,WHITEFISH,137.2,14.9,,2.29,No
38006200,FOOL HEN,12.1,1.2,,15.31,No
38006400,COFFEE,52.2,3.3,,8.01,No
38006500,BONE,18.6,15.5,5.63852484,1.33,No
38006600,T,136,4.5,,7.47,No
38006700,ORGAN,15.3,2.1,,9.28,No
38006800,WINDY,182.1,11.8,,3.09,No
38007300,Baskatong,27.2,1.8,,12.48,No
38007400,SQUARE,51.4,2.1,,12.55,No
38007900,WATONWAN,23.8,7.6,,2.9,No
38008000,KAWISHIWI,161.9,3.6,,9.75,No
38008500,BILL,20.6,0.6,,34.96,No
38009000,Malberg,163.5,11.2,,3.17,Yes
38010400,POLLY,193.9,6.4,2.743066138,5.83,No
38011300,RAVEN,82.9,17,,1.76,No
38012600,ELTON,49.7,16.1,,1.64,No
38013900,ROE,28.3,2.1,,10.81,No
38014700,MAKWA,57.8,23.1,,1.19,No
38015300,ADAMS,181.3,25.6,,1.43,No
38016000,FAITH,10.1,4.5,,3.9,No
38016100,FISH,37.2,9.1,,2.7,No
38016200,GIFT,15.3,10.6,,1.85,No
38016300,LINK,14.9,10.3,,1.89,No
38016400,MIDAS,8,15.2,,1.1,No
38016500,BULL FROG,25.1,7.9,,2.82,No
38016600,CHERRY,59.5,27.4,,1.01,Yes
38016800,LUNAR,23.4,18.2,,1.2,No
38016900,LAKE OF CLOUDS,11.3,33.5,,0.54,No
38017100,DUTTON,13.3,24.3,,0.78,No
38017200,TOPAZ,52.6,21.3,,1.26,Yes
38017300,CANOE,7.2,9.1,,1.79,No
38017500,CLAM,7.2,3,,5.39,No
38017800,HOLT,42.9,22.2,,1.15,No
38018000,OGISHKEMUNCIE,283.8,22.8,,1.79,No
38018200,,,,,,No
38018700,EDDY,49.3,28.9,,0.91,No
38018801,KEKEKABIC PND 1,1.6,6,,1.85,No
38018802,KEKEKABIC PND 2,9.7,7.6,,2.31,No
38018803,KEKEKABIC PND 3,10.1,5.1,,3.44,No
38018900,SPICE,9.7,8.2,,2.14,No
38019000,PACO,7.6,1.5,,10.92,No
38019100,SKINDANCE,23.4,15.8,,1.38,No
38019300,Mueller,9.8,10.9,,1.61,No
38019400,JENNY,41.2,28.3,,0.89,No
38019500,ANNIE,7.2,4.8,,3.36,No
38019600,CALICO,4.4,6,,2.38,No
38020500,NAWAKWA,35.6,2.7,,8.9,No
38020600,HANSON,114.9,30.4,,1.07,Yes
38020700,ESTER,157,33.5,,1.05,No
38020900,GIJIKIKI,41.7,21.3,,1.19,No
38021000,ASHDICK,40.4,15.2,,1.65,Yes
38021100,CYPRESS,463.9,35.3,,1.31,Yes
38021400,RABBIT,42.1,32,,0.79,No
38021600,TOTEM,6,5.7,,2.71,No
38021800,ELIXIR,7.6,2.4,,6.83,No
38021900,SILVER ISLAND,446.1,4.5,,10.05,No
38022000,PERENT,728.7,8.5,,6.08,Yes
38022500,SAGUS,69.6,11.2,,2.56,Yes
38022600,KEKEKABIC,655.8,59.4,,0.85,No
38022700,AMOEBER,156.2,33.5,,1.05,Yes
38022800,"KEKEKABIC, LIT.",23.4,39.6,,0.55,No
38022900,LITTLE KNIFE,263.1,56,,0.71,Yes
38023000,NICADO,5.1,5.4,,2.75,No
38023100,TETTEGOUCHE,26.7,6,,3.72,No
38023200,NIPISIQUIT,23,6.4,,3.42,No
38023300,MICMAC,53.4,6,,4.43,No
38023500,FRELICKSON,3.2,1.8,,7.33,No
38024000,LESKINEN,13.7,1.2,0.609570253,15.79,No
38024100,KANGAS,8,1.5,,11.06,No
38024200,JOHNSON,12.3,7.3,,2.56,No
38024300,KENNEDY,3.6,1.2,,11.33,No
38024500,BALSAM,91,5.4,,5.63,No
38024600,CRAMER HOMESTEAD,10.1,6.7,,2.66,No
38024700,TWENTY THREE,20.2,7,,3.02,No
38024800,SONJU,15.9,2.4,,8.2,No
38024900,Doyle,35.4,1.5,,16,No
38025100,HOIST,45.7,1.8,,14.22,No
38025200,PEAVY,9.7,1.8,,9.65,No
38025400,UNNAMED,3.4,1.8,,7.44,No
38025500,TANNER,21,1.8,,11.71,No
38025600,DIVIDE,23.4,6.7,2.956415727,3.28,No
38025700,CROSS CUT,4.8,4.8,2.133495885,3.04,No
38025800,SECTION EIGHT,2.2,7.3,3.870771106,1.67,No
38025900,SPUR,15.3,1.2,,16.24,No
38026000,CABIN,27.1,0.9,,24.95,No
38026100,BLUEBILL,17,1.5,,13.32,No
38026400,GREENWING,15.7,0.6,,32.7,No
38026500,FOLLY,6.4,0.9,,17.44,No
38026900,HOMESTEAD,17,2.2,,8.88,No
38027100,Scott,11,0.9,,19.95,No
38027200,KATYDID,8,3.9,,4.25,No
38028100,SMALL,7.6,1.5,,10.92,No
38028200,ORCHID,4,2.4,,5.81,No
38028300,SUMPET,12.9,1.8,,10.37,No
38028900,ISLAND RIVER,49.3,2.1,,12.42,No
38029000,COMFORT,15.3,2.1,,9.28,No
38029200,SECTION 29,36,6,,4.01,No
38029300,BUNNY,15.7,1.9,,10.06,No
38032900,,,,,,No
38033000,ALICE,634,16.1,,3.1,Yes
38033600,AMBER,54.6,8.2,,3.3,Yes
38034000,CAROL,38.8,4.8,,5.12,No
38035100,THOMAS,595.5,33.5,,1.47,Yes
38036500,AHMAKOSE,15.3,20.7,,0.95,No
38036600,GERUND,39.6,25.9,,0.96,No
38036900,HATCHET,51,12.1,,2.19,Yes
38037200,FRASER,328.3,32,,1.33,Yes
38037300,SHEPO,21,5.1,,4.13,Yes
38037600,MUSKRAT,9.7,5.4,,3.21,No
38038200,ARKOSE,8.5,11.2,,1.51,No
38038600,SEMA,34.8,21.9,,1.1,No
38038800,SPOON,90.2,25.9,,1.18,Yes
38039000,BONNIE,28.7,3.3,,6.9,No
38039200,KETTLE,14.9,4.5,,4.3,No
38039300,DUMBBELL,176.9,12.1,,2.99,No
38039500,SYLVANIA,29.9,1.3,,17.05,No
38039600,ISABELLA,613.7,5.7,,8.59,No
38039700,INSULA,1197.1,19.2,,3.06,Yes
38039900,EXPLORER,21,22.8,,0.93,No
38040000,IMA,312.5,35.3,,1.18,Yes
38040100,ALWORTH,82.1,10,,2.99,Yes
38040400,KNIFE,2127.1,54.5,19.81103322,1.24,Yes
38040600,LAX,119.8,10.6,,3.1,No
38040800,BEAR,7.2,21,8.229198415,0.78,No
38040900,BEAN,12.1,7.9,3.657421518,2.35,No
38041100,FRY,11.3,1.5,,12.04,No
38041300,SOUP,6.8,1.2,,13.28,No
38041500,DELAY,42.1,5.4,,4.64,No
38041700,ROUND ISLAND,21.8,1.2,,17.73,No
38042000,Osier,26.3,1.9,,11.43,No
38042200,SHOOFLY,3.9,7.6,3.68790003,1.85,No
38042500,TOMMY,3.2,1.5,,8.8,No
38042700,FINN POND,1.6,1.5,0.914355379,7.4,No
38042800,FRANK,7.2,1.5,,10.78,No
38042900,SPEAR,3.2,1.2,,11,No
38043000,WEAPON,4.8,1.2,,12.17,No
38043100,TRAPPERS,7.4,3.9,1.645839683,4.16,No
38043200,EIGHTEEN,40,3.6,,6.87,No
38044000,REDSKIN,17.5,7.6,,2.68,No
38044100,JACK,17,1.5,,13.32,No
38044300,BOG,100.8,4.8,,6.49,No
