"MonitoringLocationIdentifier","LatitudeMeasure","LongitudeMeasure","Permnn_I","id"
"USGS-452453084500406",45.4147329,-84.8344908,NA,"12502183"
"USGS-452505084390001",45.4180672,-84.650038,NA,"120053630"
"USGS-452505084390002",45.4180672,-84.650038,NA,"120053630"
"USGS-452505084390003",45.4180672,-84.650038,NA,"120053630"
"USGS-452505084390005",45.4180672,-84.650038,NA,"120053630"
"USGS-452505084390006",45.4180672,-84.650038,NA,"120053630"
"USGS-452510087365601",45.4194175,-87.6156719,NA,NA
"USGS-452512087501601",45.42,-87.8377778,NA,"6847659"
"USGS-452512087501602",45.42,-87.8377778,NA,"6847659"
"USGS-452512087501603",45.42,-87.8377778,NA,"6847659"
"USGS-452512087501605",45.42,-87.8377778,NA,"6847659"
"USGS-452512087501606",45.42,-87.8377778,NA,"6847659"
"USGS-452551084505901",45.4308438,-84.8497698,NA,NA
"USGS-452552084505901",45.4311216,-84.8497698,NA,NA
"USGS-452600084472001",45.3977885,-84.822823,NA,"12502183"
"USGS-452728084163401",45.4577893,-84.276131,NA,"166764448"
"USGS-452728084163402",45.4577893,-84.276131,NA,"166764448"
"USGS-452728084163403",45.4577893,-84.276131,NA,"166764448"
"USGS-452728084163405",45.4577893,-84.276131,NA,"166764448"
"USGS-452728084163406",45.4577893,-84.276131,NA,"166764448"
"USGS-452809084063301",45.4691788,-84.1091778,NA,"12201292"
"USGS-452901084393001",45.4836224,-84.6583739,NA,"120053630"
"USGS-452901084393002",45.4836224,-84.6583739,NA,"120053630"
"USGS-452901084393003",45.4836224,-84.6583739,NA,"120053630"
"USGS-452901084393005",45.4836224,-84.6583739,NA,"120053630"
"USGS-452901084393006",45.4836224,-84.6583739,NA,"120053630"
"USGS-452904084333701",45.4844555,-84.5603144,NA,"120053675"
"USGS-452904084333702",45.4844555,-84.5603144,NA,"120053675"
"USGS-452904084333703",45.4844555,-84.5603144,NA,"120053675"
"USGS-452904084333705",45.4844555,-84.5603144,NA,"120053675"
"USGS-452904084333706",45.4844555,-84.5603144,NA,"120053675"
"USGS-453120087415001",45.5222222,-87.6972222,NA,NA
"USGS-453159084234601",45.5330667,-84.3961398,NA,"12497034"
"USGS-453159084234602",45.5330667,-84.3961398,NA,"12497034"
"USGS-453159084234603",45.5330667,-84.3961398,NA,"12497034"
"USGS-453159084234605",45.5330667,-84.3961398,NA,"12497034"
"USGS-453159084234606",45.5330667,-84.3961398,NA,"12497034"
"USGS-453338087153601",45.5605292,-87.2601253,NA,NA
"USGS-453345084401501",45.5625114,-84.6708762,NA,"12501413"
"USGS-453400087151701",45.5666402,-87.2548479,NA,NA
"USGS-453439084401001",45.5775115,-84.6694875,NA,"12501413"
"USGS-453440087144501",45.5777509,-87.2459596,NA,NA
"USGS-453452087143401",45.5810841,-87.2429042,NA,NA
"USGS-453452087143402",45.5810841,-87.2429042,NA,NA
"USGS-453452087143403",45.5810841,-87.2429042,NA,NA
"USGS-453504087331301",45.5844129,-87.5537337,NA,NA
"USGS-453540087324301",45.5944127,-87.5454008,NA,NA
"USGS-453615084553301",45.6041766,-84.9258886,NA,"12501407"
"USGS-453615084553302",45.6041766,-84.9258886,NA,"12501407"
"USGS-453615084553303",45.6041766,-84.9258886,NA,"12501407"
"USGS-453615084553305",45.6041766,-84.9258886,NA,"12501407"
"USGS-453615084553306",45.6041766,-84.9258886,NA,"12501407"
"USGS-453715084423001",45.6208449,-84.708379,NA,"12501393"
"USGS-453715084423002",45.6208449,-84.708379,NA,"12501393"
"USGS-453715084423003",45.6208449,-84.708379,NA,"12501393"
"USGS-453715084423005",45.6208449,-84.708379,NA,"12501393"
"USGS-453715084423006",45.6208449,-84.708379,NA,"12501393"
"USGS-453915087103701",45.6541368,-87.1770747,NA,NA
"USGS-453930087155101",45.6583035,-87.2642965,NA,NA
"USGS-453947087221501",45.663024,-87.3709615,NA,NA
"USGS-453947087221502",45.663024,-87.3709615,NA,NA
"USGS-453952087111801",45.6644144,-87.188464,NA,NA
"USGS-454006086580203",45.6683039,-86.9673543,NA,NA
"USGS-454051086414801",45.6808134,-86.6968005,NA,NA
"USGS-454102087072901",45.6838582,-87.1248543,NA,NA
"USGS-454103087080101",45.684136,-87.1337431,NA,NA
"USGS-454103087081001",45.684136,-87.1362431,NA,NA
"USGS-454106087090102",45.6849694,-87.1504097,NA,NA
"USGS-454111087063001",45.6863582,-87.1084656,NA,NA
"USGS-454114087102601",45.6871916,-87.1740208,NA,NA
"USGS-454125087055801",45.690247,-87.099577,NA,NA
"USGS-454127084452001",45.6930672,-84.74366,NA,"13054126"
"USGS-454127084452002",45.6930672,-84.74366,NA,"13054126"
"USGS-454127084452003",45.6930672,-84.74366,NA,"13054126"
"USGS-454127084452005",45.6930672,-84.74366,NA,"13054126"
"USGS-454127084452006",45.6930672,-84.74366,NA,"13054126"
"USGS-454148086373001",45.6966469,-86.6251349,NA,NA
"USGS-454159086552001",45.6996943,-86.9223562,NA,NA
"USGS-454210087312001",45.7027778,-87.5222222,NA,NA
"USGS-454212086562901",45.7033047,-86.941523,NA,NA
"USGS-454212087182101",45.7033014,-87.3059644,NA,NA
"USGS-454213087051802",45.7035802,-87.0884667,NA,NA
"USGS-454218086394801",45.7049794,-86.6634686,NA,NA
"USGS-454218087095801",45.7049689,-87.166244,NA,"12015434"
"USGS-454226087182502",45.7071901,-87.3070756,NA,NA
"USGS-454226087182503",45.7071901,-87.3070756,NA,NA
"USGS-454238087181101",45.7105234,-87.303187,NA,NA
"USGS-454239087153801",45.7108018,-87.2606879,NA,NA
"USGS-454248087362801",45.7132971,-87.6079034,NA,NA
"USGS-454305086395801",45.7180343,-86.6662471,NA,NA
"USGS-454313086401301",45.7202564,-86.6704139,NA,NA
"USGS-454322087053101",45.7227466,-87.0920787,NA,NA
"USGS-454339087135001",45.7274681,-87.230689,NA,NA
"USGS-454345086583501",45.7291366,-86.9765243,NA,NA
"USGS-454356087041301",45.7321911,-87.0704127,NA,NA
"USGS-454356087041302",45.7321911,-87.0704127,NA,NA
"USGS-454400087030000",45.7333023,-87.0501352,NA,NA
"USGS-454404087040201",45.7344133,-87.0673573,NA,NA
"USGS-454415086370001",45.7374787,-86.616804,NA,NA
"USGS-454427084424001",45.7408452,-84.7111595,NA,NA
"USGS-454427084424002",45.7408452,-84.7111595,NA,NA
"USGS-454443087024201",45.7452467,-87.0451358,NA,NA
"USGS-454446087090401",45.7460792,-87.1512461,NA,NA
"USGS-454448087184401",45.7466332,-87.312355,NA,NA
"USGS-454450087043901",45.7471909,-87.0776357,NA,NA
"USGS-454451087043701",45.7474687,-87.0770801,NA,NA
"USGS-454452087032701",45.7477466,-87.0576359,NA,NA
"USGS-454456087043601",45.7488575,-87.0768024,NA,NA
"USGS-454502087491301",45.7505556,-87.8202778,NA,"6840493"
"USGS-454502087491302",45.7505556,-87.8202778,NA,"6840493"
"USGS-454502087491303",45.7505556,-87.8202778,NA,"6840493"
"USGS-454502087491305",45.7505556,-87.8202778,NA,"6840493"
"USGS-454502087491306",45.7505556,-87.8202778,NA,"6840493"
"USGS-454507086561501",45.7519153,-86.9376367,NA,NA
"USGS-454508086542501",45.7521939,-86.9070812,NA,NA
"USGS-454518087470701",45.7549604,-87.7854024,NA,"6840487"
"USGS-454518087470702",45.7549604,-87.7854024,NA,"6840487"
"USGS-454518087470703",45.7549604,-87.7854024,NA,"6840487"
"USGS-454518087470705",45.7549604,-87.7854024,NA,"6840487"
"USGS-454518087470706",45.7549604,-87.7854024,NA,"6840487"
"USGS-454521086512501",45.7558061,-86.8570815,NA,NA
"USGS-454556087042801",45.7655237,-87.0745806,NA,NA
"USGS-454625086330801",45.7735894,-86.5523618,NA,NA
"USGS-454630087041501",45.7749679,-87.0709696,NA,NA
"USGS-454635086332001",45.776367,-86.5556953,NA,NA
"USGS-454639087040201",45.7774678,-87.0673586,NA,NA
"USGS-454709086335801",45.7858108,-86.5662511,NA,NA
"USGS-454711086340001",45.7863663,-86.5668067,NA,NA
"USGS-454717086272601",45.7880341,-86.4573612,NA,NA
"USGS-454720086513601",45.7888603,-86.8601379,NA,NA
"USGS-454720088053701",45.7888451,-88.0937374,NA,NA
"USGS-454727087181401",45.7907983,-87.3040227,NA,NA
"USGS-454729087565101",45.7913461,-87.9476253,NA,NA
"USGS-454732086280001",45.7922006,-86.4668062,NA,NA
"USGS-454735086344401",45.7930325,-86.579029,NA,NA
"USGS-454740088054501",45.7944005,-88.0959598,NA,NA
"USGS-454740088054502",45.7944005,-88.0959598,NA,NA
"USGS-454749088053301",45.7969004,-88.0926265,NA,NA
"USGS-454749088053302",45.7969004,-88.0926265,NA,NA
"USGS-454749088053303",45.7969004,-88.0926265,NA,NA
"USGS-454749088054101",45.7969004,-88.0948488,NA,NA
"USGS-454749880533",45.7969004,-88.0926265,NA,NA
"USGS-454750087042201",45.7971893,-87.0729145,NA,NA
"USGS-454750088051301",45.7969005,-88.0870709,NA,NA
"USGS-454750088051302",45.7969005,-88.0870709,NA,NA
"USGS-454751088055101",45.7971782,-88.0973488,NA,NA
"USGS-454751088055102",45.7971782,-88.0973488,NA,NA
"USGS-454753088044601",45.7980116,-88.0795708,NA,NA
"USGS-454753088044602",45.7980116,-88.0795708,NA,NA
"USGS-454753088044603",45.7980116,-88.0795708,NA,NA
"USGS-454754087042501",45.7983004,-87.0737478,NA,NA
"USGS-454757087043001",45.7991337,-87.0751367,NA,NA
"USGS-454759088042601",45.7996783,-88.0740153,NA,NA
"USGS-454759088042602",45.7996783,-88.0740153,NA,NA
"USGS-454806088052201",45.8016226,-88.0895711,NA,NA
"USGS-454807088043001",45.8016227,-88.0748487,NA,NA
"USGS-454807088051501",45.8016226,-88.0876266,NA,NA
"USGS-454807088052801",45.8019003,-88.0912378,NA,NA
"USGS-454807088052802",45.8019003,-88.0912378,NA,NA
"USGS-454809088052701",45.8024559,-88.09096,NA,NA
"USGS-454809088052702",45.8024559,-88.09096,NA,NA
"USGS-454809088055301",45.8024559,-88.0981823,NA,NA
"USGS-454809088055302",45.8024559,-88.0981823,NA,NA
"USGS-454809088055401",45.8024559,-88.0984601,NA,NA
"USGS-454810087185301",45.8027422,-87.314856,NA,NA
"USGS-454810088051501",45.8027337,-88.0876267,NA,NA
"USGS-454810088051502",45.8027337,-88.0876267,NA,NA
"USGS-454810088051601",45.8027337,-88.0879044,NA,NA
"USGS-454810088051602",45.8027337,-88.0879044,NA,NA
"USGS-454810088051603",45.8027337,-88.0879044,NA,NA
"USGS-454814087034601",45.8038559,-87.0629147,NA,NA
"USGS-454815088050601",45.8041226,-88.0851267,NA,NA
"USGS-454815088053301",45.8041225,-88.0926268,NA,NA
"USGS-454815880533",45.8041225,-88.0926268,NA,NA
"USGS-454816088044601",45.8041226,-88.079571,NA,NA
"USGS-454818088055301",45.8049558,-88.0981824,NA,NA
"USGS-454823087224501",45.8063523,-87.379299,NA,NA
"USGS-454823088043701",45.8063448,-88.0767933,NA,NA
"USGS-454823088043702",45.8063448,-88.0770711,NA,NA
"USGS-454824088043701",45.8066225,-88.0770711,NA,NA
"USGS-454824088051401",45.8066225,-88.087349,NA,NA
"USGS-454824088051402",45.8066225,-88.087349,NA,NA
"USGS-454824088060801",45.8066224,-88.1023492,NA,NA
"USGS-454824088060802",45.8066224,-88.1023492,NA,NA
"USGS-454825088051301",45.8066225,-88.0870712,NA,NA
"USGS-454830088053201",45.8082891,-88.0920713,NA,NA
"USGS-454833087032902",45.8091335,-87.0581926,NA,NA
"USGS-454839087033301",45.8108001,-87.0593037,NA,NA
"USGS-454852087040901",45.814411,-87.0693037,NA,NA
"USGS-454856087202501",45.8155191,-87.3404112,NA,NA
"USGS-454900087191701",45.8166304,-87.3215227,NA,"12015274"
"USGS-454904086320001",45.8177544,-86.533475,NA,NA
"USGS-454928087105001",45.8244095,-87.1806917,NA,NA
"USGS-454930087105601",45.824965,-87.1823584,NA,NA
"USGS-454932087144201",45.8255199,-87.2451355,NA,NA
"USGS-454936087092001",45.8266319,-87.155692,NA,NA
"USGS-455002087044301",45.8338547,-87.0787484,NA,"12015268"
"USGS-455017088015501",45.8380556,-88.0319444,NA,"6842499"
"USGS-455017088015502",45.8380556,-88.0319444,NA,"6842499"
"USGS-455017088015503",45.8380556,-88.0319444,NA,"6842499"
"USGS-455017088015505",45.8380556,-88.0319444,NA,"6842499"
"USGS-455017088015506",45.8380556,-88.0319444,NA,"6842499"
"USGS-455019086395601",45.8385845,-86.6656966,NA,NA
"USGS-455026086395104",45.8405289,-86.6643078,NA,NA
"USGS-455034086480001",45.8427484,-86.8001398,NA,NA
"USGS-455051087000801",45.8474662,-87.0023605,NA,NA
"USGS-455054087015101",45.8482992,-87.0309714,NA,NA
"USGS-455058086480001",45.8494148,-86.80014,NA,NA
"USGS-455100086545101",45.8499679,-86.9143057,NA,NA
"USGS-455111088041301",45.8530104,-88.0704059,NA,"6842489"
"USGS-455111088041302",45.8530104,-88.0704059,NA,"6842489"
"USGS-455111088041303",45.8530104,-88.0704059,NA,"6842489"
"USGS-455111088041305",45.8530104,-88.0704059,NA,"6842489"
"USGS-455111088041306",45.8530104,-88.0704059,NA,"6842489"
"USGS-455123087081601",45.8563533,-87.1379148,NA,"12015234"
"USGS-455127086381101",45.857473,-86.6365309,NA,NA
"USGS-455133086310501",45.8591417,-86.5181992,NA,NA
"USGS-455155086470801",45.8652478,-86.7856961,NA,NA
"USGS-455209087132501",45.8691296,-87.2237475,NA,NA
"USGS-455213086525801",45.8702456,-86.8829176,NA,NA
"USGS-455213086525802",45.8702456,-86.8829176,NA,NA
"USGS-455214087005301",45.8705209,-87.0148608,NA,NA
"USGS-455228087003201",45.8744097,-87.0090276,NA,NA
"USGS-455240087000901",45.877743,-87.0026389,NA,NA
"USGS-455300086234401",45.8833081,-86.3956971,NA,NA
"USGS-455305087154501",45.8846841,-87.262636,NA,NA
"USGS-455314086321801",45.8871957,-86.5384779,NA,NA
"USGS-455318087105401",45.8882961,-87.1818038,NA,NA
"USGS-455327086323001",45.8908066,-86.5418113,NA,NA
"USGS-455328086323001",45.8910843,-86.5418113,NA,NA
"USGS-455328086541901",45.8910777,-86.9054179,NA,NA
"USGS-455335086323701",45.8930286,-86.5437558,NA,NA
"USGS-455335086323702",45.8930286,-86.5437558,NA,NA
"USGS-455335086593601",45.8930205,-86.9934726,NA,NA
"USGS-455346086422601",45.8960812,-86.7073647,NA,NA
"USGS-455348087560001",45.8966667,-87.9333333,NA,"6840225"
"USGS-455348087560002",45.8966667,-87.9333333,NA,"6840225"
"USGS-455348087560003",45.8966667,-87.9333333,NA,"6840225"
"USGS-455348087560005",45.8966667,-87.9333333,NA,"6840225"
"USGS-455348087560006",45.8966667,-87.9333333,NA,"6840225"
"USGS-455350087014401",45.8971865,-87.0290278,NA,NA
"USGS-455352086362001",45.8977496,-86.6056996,NA,NA
"USGS-455353086471301",45.8980241,-86.787086,NA,NA
"USGS-455353086530001",45.8980223,-86.8834739,NA,NA
"USGS-455410087052001",45.9027412,-87.0890273,NA,NA
"USGS-455415087250501",45.9041261,-87.418189,NA,"120054452"
"USGS-455424086380401",45.9066375,-86.6345884,NA,NA
"USGS-455424086573401",45.9066318,-86.9595843,NA,NA
"USGS-455424087110501",45.9066287,-87.1848596,NA,NA
"USGS-455426086365801",45.9071934,-86.6162553,NA,NA
"USGS-455427086574801",45.907465,-86.9634732,NA,NA
"USGS-455436087555401",45.9105098,-87.9298516,NA,"6840203"
"USGS-455436087555402",45.9099542,-87.931796,NA,"6840203"
"USGS-455436087555403",45.9099542,-87.931796,NA,"6840203"
"USGS-455436087555405",45.9099542,-87.931796,NA,"6840203"
"USGS-455436087555406",45.9099542,-87.931796,NA,"6840203"
"USGS-455438086342901",45.9105273,-86.5748672,NA,"12222742"
"USGS-455450086591001",45.9138533,-86.9862509,NA,NA
"USGS-455458086433201",45.916084,-86.4923684,NA,NA
"USGS-455502086361301",45.9171932,-86.6037559,NA,NA
"USGS-455514086203501",45.9205291,-86.3431975,NA,NA
"USGS-455515086203701",45.9208068,-86.343753,NA,NA
"USGS-455517086580301",45.9213533,-86.9676401,NA,NA
"USGS-455526086575801",45.9238533,-86.9662513,NA,NA
"USGS-455530086571302",45.9249646,-86.9537515,NA,NA
"USGS-455531086575501",45.9252421,-86.965418,NA,NA
"USGS-455531086575701",45.9252421,-86.9659736,NA,NA
"USGS-455534086580401",45.9260754,-86.967918,NA,NA
"USGS-455534086580402",45.9260754,-86.967918,NA,NA
"USGS-455536086362001",45.9266372,-86.6057007,NA,NA
"USGS-455541084441401",45.9280686,-84.7372735,NA,NA
"USGS-455544086575801",45.9288531,-86.9662514,NA,NA
"USGS-455544087575801",45.9288422,-87.966241,NA,NA
"USGS-455545084440501",45.9291797,-84.7347733,NA,NA
"USGS-455547086575801",45.9296864,-86.9662514,NA,NA
"USGS-455600086584801",45.9332972,-86.9801402,NA,NA
"USGS-455603084535501",45.9341782,-84.8986697,NA,NA
"USGS-455609086421801",45.9358017,-86.7051439,NA,NA
"USGS-455610086421701",45.9360794,-86.7048661,NA,NA
"USGS-455650086425301",45.9471899,-86.7148663,NA,NA
"USGS-455713086303501",45.9535821,-86.50987,NA,NA
"USGS-455714086265001",45.9538604,-86.4473688,NA,NA
"USGS-455714086265002",45.9538604,-86.4473688,NA,NA
"USGS-455718086241801",45.9549718,-86.4051455,NA,NA
"USGS-455718086242801",45.9549717,-86.4079234,NA,NA
"USGS-455724086203801",45.9566388,-86.3440329,NA,"120053613"
"USGS-455726084000301",45.9572406,-84.0008395,NA,NA
"USGS-455806086290701",45.968304,-86.485426,NA,NA
"USGS-455806087205101",45.9682912,-87.3476359,NA,NA
"USGS-455810087041401",45.9694058,-87.0706953,NA,NA
"USGS-455813086212801",45.9702492,-86.3579229,NA,"12222544"
"USGS-455818087004501",45.9716288,-87.0126405,NA,NA
"USGS-455819086582201",45.9719072,-86.9729189,NA,NA
"USGS-455827087402901",45.9741214,-87.6748546,NA,NA
"USGS-455840087042001",45.9777389,-87.0723621,NA,NA
"USGS-455841085580501",45.9780556,-85.9680556,NA,"12216261"
"USGS-455841085580502",45.9780556,-85.9680556,NA,"12216261"
"USGS-455841085580503",45.9780556,-85.9680556,NA,"12216261"
"USGS-455841085580505",45.9780556,-85.9680556,NA,"12216261"
"USGS-455841085580506",45.9780556,-85.9680556,NA,"12216261"
"USGS-455845086254001",45.9791372,-86.4279251,NA,NA
"USGS-455845087052101",45.9791275,-87.0893064,NA,NA
"USGS-455850086012601",45.9805331,-86.0240136,NA,"12216609"
"USGS-455850086012602",45.9805331,-86.0240136,NA,"12216609"
"USGS-455850086012603",45.9805331,-86.0240136,NA,"12216609"
"USGS-455850086012605",45.9805331,-86.0240136,NA,"12216609"
"USGS-455850086012606",45.9805331,-86.0240136,NA,"12216609"
"USGS-455852087162401",45.9810693,-87.2734706,NA,NA
"USGS-455854087161001",45.9816248,-87.2695818,NA,"12015070"
"USGS-455854087161002",45.9816248,-87.2695818,NA,"12015070"
"USGS-455854087161003",45.9816248,-87.2695818,NA,"12015070"
"USGS-455854087161005",45.9816248,-87.2695818,NA,"12015070"
"USGS-455854087161006",45.9816248,-87.2695818,NA,"12015070"
"USGS-455905086265001",45.9846924,-86.4473703,NA,NA
"USGS-455906087131701",45.9849586,-87.221527,NA,NA
"USGS-455906088195601",45.985,-88.3322222,NA,"14445822"
"USGS-455906088195602",45.985,-88.3322222,NA,"14445822"
"USGS-455906088195603",45.985,-88.3322222,NA,"14445822"
"USGS-455906088195605",45.985,-88.3322222,NA,"14445822"
"USGS-455906088195606",45.985,-88.3322222,NA,"14445822"
"USGS-455907086185401",45.985249,-86.3151449,NA,"120053613"
"USGS-455907087064101",45.985238,-87.1115284,NA,NA
"USGS-455920086184201",45.9888889,-86.3116667,NA,"120053613"
"USGS-455920086184202",45.9888889,-86.3116667,NA,"120053613"
"USGS-455920086184203",45.9888889,-86.3116667,NA,"120053613"
"USGS-455920086184205",45.9888889,-86.3116667,NA,"120053613"
"USGS-455920086184206",45.9888889,-86.3116667,NA,"120053613"
"USGS-455929083594201",45.9913889,-83.995,NA,"120053607"
"USGS-455929083594202",45.9913889,-83.995,NA,"120053607"
"USGS-455929083594203",45.9913889,-83.995,NA,"120053607"
"USGS-455929083594205",45.9913889,-83.995,NA,"120053607"
"USGS-455929083594206",45.9913889,-83.995,NA,"120053607"
"USGS-455948086112701",45.9966394,-86.1909725,NA,NA
"USGS-455950086222501",45.9971925,-86.373758,NA,"12222526"
"USGS-455950086222502",45.9971925,-86.373758,NA,"12222526"
"USGS-455950086224001",45.9971924,-86.3779248,NA,NA
"USGS-455955086221701",45.9985813,-86.3715359,NA,"120053613"
"USGS-455955086261301",45.9985808,-86.437093,NA,NA
"USGS-455956086231201",45.998859,-86.386814,NA,NA
"USGS-455957086562601",45.9991289,-86.9406977,NA,NA
"USGS-455957087411901",45.9991205,-87.6887442,NA,"120055359"
"USGS-455959084222801",45.9997395,-84.3744768,NA,NA
"USGS-455959087270601",45.999678,-87.4518016,NA,NA
"USGS-455959087274401",45.9996779,-87.462357,NA,NA
"USGS-460014087162801",46.0038461,-87.274582,NA,NA
"USGS-460015084572901",46.0041667,-84.9580556,NA,"166766755"
"USGS-460015084572902",46.0041667,-84.9580556,NA,"166766755"
"USGS-460015084572903",46.0041667,-84.9580556,NA,"166766755"
"USGS-460015084572905",46.0041667,-84.9580556,NA,"166766755"
"USGS-460015084572906",46.0041667,-84.9580556,NA,"166766755"
"USGS-460015086225501",46.0041366,-86.3820918,NA,"120055357"
"USGS-460020086223001",46.0055255,-86.3751472,NA,"120055357"
"USGS-460035087020001",46.0096827,-87.0334743,NA,NA
"USGS-460035087020002",46.0096827,-87.0334743,NA,NA
"USGS-460037088163901",46.0102305,-88.2776347,NA,NA
"USGS-460039087153501",46.0107904,-87.2598602,NA,NA
"USGS-460050085003501",46.0138997,-85.0097867,NA,NA
"USGS-460107085002801",46.0186111,-85.0077778,NA,"12214227"
"USGS-460107085002802",46.0186111,-85.0077778,NA,"12214227"
"USGS-460107085002803",46.0186111,-85.0077778,NA,"12214227"
"USGS-460107085002805",46.0186111,-85.0077778,NA,"12214227"
"USGS-460107085002806",46.0186111,-85.0077778,NA,"12214227"
"USGS-460111087244901",46.0196775,-87.4137469,NA,NA
